0.000000e+0	1.022542e+0	9.980838e-1	
8.000000e-3	8.268635e-1	8.783435e-1	
1.600000e-2	5.448288e-1	5.316937e-1	
2.400000e-2	3.111164e-1	2.880521e-1	
3.200000e-2	1.381110e-1	1.498045e-1	
4.000000e-2	7.853977e-2	8.177655e-2	
4.800000e-2	7.185091e-2	5.578009e-2	
5.600000e-2	2.237615e-2	3.082706e-2	
6.400000e-2	-1.325869e-2	4.225202e-3	
7.200000e-2	2.174086e-2	2.006808e-2	
8.000000e-2	6.488362e-2	2.276711e-2	
8.800000e-2	6.216445e-2	6.657315e-2	
9.600000e-2	4.417006e-2	8.127271e-2	
1.040000e-1	2.949055e-2	4.304914e-2	
1.120000e-1	2.070473e-2	2.186664e-2	
1.200000e-1	3.106609e-2	9.652955e-3	
1.280000e-1	4.951095e-2	3.102977e-2	
1.360000e-1	6.521123e-2	6.261770e-2	
1.440000e-1	7.355407e-2	7.283824e-2	
1.520000e-1	6.596407e-2	7.634566e-2	
1.600000e-1	5.041012e-2	7.327837e-2	
1.680000e-1	3.429778e-2	3.662059e-2	
1.760000e-1	2.256675e-2	-3.631737e-3	
1.840000e-1	2.321733e-2	1.346699e-2	
1.920000e-1	3.001660e-2	4.677811e-2	
2.000000e-1	3.703241e-2	5.021867e-2	
2.080000e-1	4.172631e-2	5.013464e-2	
2.160000e-1	3.913795e-2	2.512090e-2	
2.240000e-1	3.295803e-2	8.304012e-3	
2.320000e-1	2.695916e-2	2.812655e-2	
2.400000e-1	2.221115e-2	3.349591e-2	
2.480000e-1	2.123962e-2	4.751737e-2	
2.560000e-1	2.209300e-2	1.718417e-2	
2.640000e-1	2.264677e-2	6.499400e-4	
2.720000e-1	2.250145e-2	-1.801702e-3	
2.800000e-1	2.048204e-2	1.711510e-2	
2.880000e-1	1.748925e-2	3.171804e-2	
2.960000e-1	1.472325e-2	3.883484e-2	
3.040000e-1	1.199924e-2	2.349174e-2	
3.120000e-1	9.443138e-3	-2.183880e-4	
3.200000e-1	7.374821e-3	-1.096337e-3	
3.280000e-1	5.789576e-3	2.395857e-2	
3.360000e-1	5.339524e-3	2.452140e-2	
3.440000e-1	6.773994e-3	1.427019e-2	
3.520000e-1	9.397626e-3	-9.553322e-3	
3.600000e-1	1.249184e-2	-9.539364e-3	
3.680000e-1	1.593081e-2	-1.277197e-2	
3.760000e-1	1.937335e-2	1.038192e-2	
3.840000e-1	2.251333e-2	2.755140e-2	
3.920000e-1	2.526010e-2	5.153721e-2	
4.000000e-1	2.700020e-2	3.489190e-2	
4.080000e-1	2.703485e-2	1.842273e-2	
4.160000e-1	2.588843e-2	6.604104e-3	
4.240000e-1	2.418544e-2	2.891787e-2	
4.320000e-1	2.173709e-2	4.017717e-2	
4.400000e-1	1.866803e-2	3.794739e-2	
4.480000e-1	1.528302e-2	3.052526e-2	
4.560000e-1	1.150806e-2	-4.433620e-3	
4.640000e-1	9.204458e-3	-1.618149e-2	
4.720000e-1	8.519074e-3	3.634813e-3	
4.800000e-1	9.998685e-3	2.044777e-2	
4.880000e-1	2.097129e-2	3.718964e-2	
4.960000e-1	2.620532e-2	4.711616e-3	
5.040000e-1	-5.736197e-4	1.405140e-3	
5.120000e-1	-2.490419e-2	-1.523081e-2	
5.200000e-1	-3.696459e-3	-1.120397e-2	
5.280000e-1	2.398457e-2	3.094481e-2	
5.360000e-1	1.866246e-2	3.031668e-2	
5.440000e-1	5.611338e-3	1.101980e-2	
5.520000e-1	3.997336e-3	-3.828959e-3	
5.600000e-1	4.809246e-3	-1.976609e-2	
5.680000e-1	5.135777e-3	-3.174168e-3	
5.760000e-1	6.348817e-3	9.551132e-3	
5.840000e-1	7.333867e-3	2.184492e-2	
5.920000e-1	7.760692e-3	1.774496e-2	
6.000000e-1	7.430711e-3	-4.397410e-4	
6.080000e-1	6.646104e-3	-2.804893e-3	
6.160000e-1	5.875266e-3	-7.846558e-3	
6.240000e-1	5.062847e-3	1.591369e-2	
6.320000e-1	4.246756e-3	2.831905e-2	
6.400000e-1	3.515133e-3	2.335177e-2	
6.480000e-1	2.854020e-3	-6.836854e-3	
6.560000e-1	2.440788e-3	-2.404018e-2	
6.640000e-1	2.474729e-3	-1.547186e-2	
6.720000e-1	2.787827e-3	7.935513e-3	
6.800000e-1	3.207926e-3	2.496964e-2	
6.880000e-1	3.715549e-3	2.389427e-2	
6.960000e-1	4.235498e-3	-5.502317e-3	
7.040000e-1	4.699603e-3	-1.596348e-2	
7.120000e-1	5.098824e-3	-2.349949e-3	
7.200000e-1	5.272704e-3	8.926698e-3	
7.280000e-1	5.042561e-3	2.147919e-2	
7.360000e-1	4.561159e-3	1.362717e-2	
7.440000e-1	3.988332e-3	-9.508100e-3	
7.520000e-1	3.343229e-3	-9.522762e-3	
7.600000e-1	2.696305e-3	-3.683970e-3	
7.680000e-1	2.113972e-3	5.207623e-3	
7.760000e-1	1.606013e-3	3.114088e-2	
7.840000e-1	1.327040e-3	1.294389e-2	
7.920000e-1	1.449709e-3	-3.119182e-3	
8.000000e-1	1.824781e-3	-1.845526e-2	
